Sentiment;Created at;Text;Hashtags
neutral;22.07.2016 09:12;"toys au fun play Flash Gorilla Grodd 6"" SDCC Summer Convention 2016 Exclusive Pop! V...  eBay deals buynow";[{u'indices': [0, 5], u'text': u'toys'}, {u'indices': [6, 9], u'text': u'au'}, {u'indices': [10, 14], u'text': u'fun'}, {u'indices': [15, 20], u'text': u'play'}, {u'indices': [116, 121], u'text': u'eBay'}, {u'indices': [122, 128], u'text': u'deals'}, {u'indices': [129, 136], u'text': u'buynow'}]
neutral;22.07.2016 09:05;Turtelicious! from SDCC2016 ;[{u'indices': [19, 28], u'text': u'SDCC2016'}]
positiv;22.07.2016 09:04;VIOLETT'S AT SDCC YES;[]
neutral;22.07.2016 09:07;VOID STILES IS BACK ;[]
neutral;22.07.2016 09:04;wait tormund iest pas mort?? ;[]
neutral;22.07.2016 09:07;"Watch ""Marvel's Iron Fist - SDCC - First Look - Netflix [HD]"" on YouTube ";[]
neutral;22.07.2016 09:05;Watch: IronFist is the newest player in  TV universe  SDCC2016 ;[{u'indices': [7, 16], u'text': u'IronFist'}, {u'indices': [87, 96], u'text': u'SDCC2016'}]
neutral;22.07.2016 09:05;Watch: IronFist is the newest player in Marvel's TV universe  SDCC2016 ;[{u'indices': [7, 16], u'text': u'IronFist'}, {u'indices': [86, 95], u'text': u'SDCC2016'}]
positiv;22.07.2016 09:03;We know it's crowded, but push on through and get free stuff today! Small press N-2! sdcc sdcc2016 getN2it ;[{u'indices': [85, 90], u'text': u'sdcc'}, {u'indices': [91, 100], u'text': u'sdcc2016'}, {u'indices': [101, 109], u'text': u'getN2it'}]
positiv;22.07.2016 09:09;We may have partied hard tonight, but we refueled on dope Mexican food fueltheparty sdcc ;[{u'indices': [71, 84], u'text': u'fueltheparty'}, {u'indices': [85, 90], u'text': u'sdcc'}]
neutral;22.07.2016 09:04;what the hell is a stiles lol  ;[]
negativ;22.07.2016 09:14;what why is Skyeward their banner???????? awful ;[]
neutral;22.07.2016 09:06;When you spent your day off refreshing YouTube waiting for that new SDCC vid    ;[{u'indices': [68, 73], u'text': u'SDCC'}]
neutral;22.07.2016 09:15;When's DC's sdcc panel;[]
neutral;22.07.2016 09:11;Why am I not in those pics????! TheWalkingDead ;[{u'indices': [32, 47], u'text': u'TheWalkingDead'}]
neutral;22.07.2016 09:14;why tho  ;[]
positiv;22.07.2016 09:03;Wish I was at SDCC2016;[{u'indices': [14, 23], u'text': u'SDCC2016'}]
neutral;22.07.2016 09:05;"Woman walking SDCC Ballroom 20 line loudly said ""if my employees could take the time off to be here they wouldn't be my fucking employees!""";[{u'indices': [14, 19], u'text': u'SDCC'}]
positiv;22.07.2016 09:08;Yeah, this might get added to the cosplay list ;[]
neutral;22.07.2016 09:14;You I heard  is at SDCC confirm/deny;[]
neutral;22.07.2016 09:09;You know it's getting real here at  when even a homeless guy is talking about  sdcc2016;[{u'indices': [102, 111], u'text': u'sdcc2016'}]
neutral;23.07.2016 08:35;    Yesss and with NormanReedus and JeffreyDeanMorgan SDCC2016 ;[{u'indices': [66, 79], u'text': u'NormanReedus'}, {u'indices': [84, 102], u'text': u'JeffreyDeanMorgan'}, {u'indices': [103, 112], u'text': u'SDCC2016'}]
positiv;23.07.2016 08:41;   season 1 was very slow in places, but I can see why they did it and it worked. Hopefully didn't lose audience;[]
neutral;23.07.2016 08:39;  Can I pay in Legos?  ComicConIn5Words FTW Points SDCC2016 FunnyThingsKidsSay ;[{u'indices': [43, 60], u'text': u'ComicConIn5Words'}, {u'indices': [61, 65], u'text': u'FTW'}, {u'indices': [66, 73], u'text': u'Points'}, {u'indices': [74, 83], u'text': u'SDCC2016'}, {u'indices': [84, 103], u'text': u'FunnyThingsKidsSay'}]
neutral;23.07.2016 08:39;  Gotham SDCC To Camren in S2 we saw more of Selina Background with Bridget/Ivy Their Relationship will see more inS3;[{u'indices': [22, 29], u'text': u'Gotham'}, {u'indices': [30, 35], u'text': u'SDCC'}]
neutral;23.07.2016 08:36;"  Gotham SDCC Whats up with Bruce &amp;Selina for S3 after events of S2 with each other &amp;as their own characters g forward";[{u'indices': [22, 29], u'text': u'Gotham'}, {u'indices': [30, 35], u'text': u'SDCC'}]
positiv;23.07.2016 08:37;"  I'm a pro photog, LOVE Lucifer,&amp; would LOVE to get a pic of  at sdcc with my Service dog!  Any chance?";[{u'indices': [48, 56], u'text': u'Lucifer'}, {u'indices': [105, 110], u'text': u'sdcc'}]
positiv;23.07.2016 08:41;  sdcc is rad this year;[{u'indices': [18, 23], u'text': u'sdcc'}]
neutral;23.07.2016 08:37;  You did! Lauren was giving the scoops on the comic cons. SDCC2016;[{u'indices': [83, 92], u'text': u'SDCC2016'}]
neutral;23.07.2016 08:38; Are you going to be doing a Breakdown of The Walking Dead Season 7 SDCC Trailer TheWalkingDead  SDCC2016;[{u'indices': [86, 101], u'text': u'TheWalkingDead'}, {u'indices': [116, 125], u'text': u'SDCC2016'}]
neutral;23.07.2016 08:39;" did you see the SDCC season 3 R&amp;M clip?";[]
neutral;23.07.2016 08:41; do you think it might happen to be true?? ;[]
neutral;23.07.2016 08:42; Faye looks completely different in every photo too. Seen her from SDCC? Barely recognisable! X;[]
neutral;23.07.2016 08:41; HAHAHAHAHAHAH i'm at the same stage about sdcc!;[]
positiv;23.07.2016 08:36; i feel like u would appreciate this ;[]
positiv;23.07.2016 08:39; I feel you, hon! At the moment Vikings is the only thing making me happy at SDCC!;[]
neutral;23.07.2016 08:40; I take it you're not at sdcc ? A little far?;[{u'indices': [36, 41], u'text': u'sdcc'}]
positiv;23.07.2016 08:40; I was just thinking, I wish I were at SDCC.;[]
neutral;23.07.2016 08:41; just in case you haven't seen ;[]
positiv;23.07.2016 08:42; SDCC started shattering for me yesterday when Teen Wolf announced their final season. I've been reviewing the show for years ~;[]
positiv;23.07.2016 08:36; SDCC2016 JusticeLeagueMovie This is done w/ love ;[{u'indices': [24, 33], u'text': u'SDCC2016'}, {u'indices': [34, 53], u'text': u'JusticeLeagueMovie'}]
neutral;23.07.2016 08:40; someone has beaten you to it xx ;[]
positiv;23.07.2016 08:40; will be perfect to bring these characters to life. Not just static figures but talking and interactive. ;[]
neutral;23.07.2016 08:36;"""I'm part of you now"" HAHAHAHAHAHAHAHA BES I CANNOT  ";[]
neutral;23.07.2016 08:35;"""Why you felt the need to kill Ward and Lincoln?"" THIS KID IS ASKING SOME REAL QUESTIONS AgentsofSHIELD SDCC";[{u'indices': [89, 104], u'text': u'AgentsofSHIELD'}, {u'indices': [105, 110], u'text': u'SDCC'}]
positiv;23.07.2016 08:37;*oliver fangirl moment* ;[]
neutral;23.07.2016 08:35;. and I are holding down Downtown San Diego! TeamValor let's go! PokemonGO SDCC2016 SDCC ;[{u'indices': [55, 65], u'text': u'TeamValor'}, {u'indices': [76, 86], u'text': u'PokemonGO'}, {u'indices': [87, 96], u'text': u'SDCC2016'}, {u'indices': [97, 102], u'text': u'SDCC'}]
neutral;23.07.2016 08:40;.MiniLaddd and I are holding down Downtown San Diego! TeamValor let's go! PokemonGO SDCC2016 SDCC;[{u'indices': [54, 64], u'text': u'TeamValor'}, {u'indices': [75, 85], u'text': u'PokemonGO'}, {u'indices': [86, 95], u'text': u'SDCC2016'}, {u'indices': [96, 101], u'text': u'SDCC'}]
neutral;23.07.2016 08:37;A Day In The Life at SDCC: Thursday's 'Teen Wolf' tears, Moffat musings and more ;[]
negativ;23.07.2016 08:34;A line that had proper management would be a good start. ;[]
positiv;23.07.2016 08:39;aaaah i love you Iwan! ;[]
neutral;23.07.2016 08:38;Another SyFy Comic Con party done sdcc  Hotel Solamar - A Kimpton Hotel ;[{u'indices': [34, 39], u'text': u'sdcc'}]
neutral;23.07.2016 08:41;Anyone who gets a wristband after this tweet is getting one for next years panels. But hey, Group A! HallH HallHLine SDCC;[{u'indices': [101, 107], u'text': u'HallH'}, {u'indices': [108, 118], u'text': u'HallHLine'}, {u'indices': [119, 124], u'text': u'SDCC'}]
negativ;23.07.2016 08:41;At capacity. Too sad. ;[]
negativ;23.07.2016 08:37;Benedict Cumberbatch at the  at SDCC2016 earlier - *me* I hoped I had more time before all hell broke loose itsonlythebeginning;[{u'indices': [42, 51], u'text': u'SDCC2016'}, {u'indices': [119, 139], u'text': u'itsonlythebeginning'}]
neutral;23.07.2016 08:36;But before I do, a few pics from my brief time at SDCC for the Earpers who couldn't be there.;[{u'indices': [63, 71], u'text': u'Earpers'}]
neutral;23.07.2016 08:39;"Comic Con Master Post for Photos &amp; Videos + Most MQ Photos Updated to HQ + NEW portraits of ChloeBennet! -  SDCC";[{u'indices': [96, 108], u'text': u'ChloeBennet'}, {u'indices': [136, 141], u'text': u'SDCC'}]
neutral;23.07.2016 08:42;Comic Con San Diego Friday At Dusk SDCC:  via ;[{u'indices': [35, 40], u'text': u'SDCC'}]
positiv;23.07.2016 08:41;Could be interesting ;[]
neutral;23.07.2016 08:37;Daaaaamn ;[]
negativ;23.07.2016 08:37;"day two of sdcc 

*cries* ";[]
neutral;23.07.2016 08:37;didn't hear a word Eliza said cause i was focused on Lindsey ;[]
positiv;23.07.2016 08:39;"-Emmy nomination
-Beautiful Birthday Bash
-SDCC
Good times for the CumberClan";[]
neutral;23.07.2016 08:36;"Ennis. Dastardly. Muttley.

I... I don't know. ";[]
neutral;23.07.2016 08:37;everyone go read this. like now. ;[]
neutral;23.07.2016 08:38;explain   ;[]
neutral;23.07.2016 08:37;Gears Of War 4 SDCC Panel Talks JD's Full Name, Horde Mode 3.0, And Hints At A Gears Movie ;[]
neutral;23.07.2016 08:38;Go inside Game of Thrones' epic Wall of Faces at SDCC  got ;[{u'indices': [78, 82], u'text': u'got'}]
positiv;23.07.2016 08:41;"Goal in life; to attend SDCC
DoctorWho WynonnaEarp StarWars sherlock THERE'S JUST SO MUCH ";[{u'indices': [24, 29], u'text': u'SDCC'}, {u'indices': [30, 40], u'text': u'DoctorWho'}, {u'indices': [41, 53], u'text': u'WynonnaEarp'}, {u'indices': [54, 63], u'text': u'StarWars'}, {u'indices': [64, 73], u'text': u'sherlock'}]
positiv;23.07.2016 08:39;goodnight i love chandler so much and take a look  this when u get the chance it's kinda important!! ;[]
positiv;23.07.2016 08:38;Heaven is for real ;[]
positiv;23.07.2016 08:40;HER SHOULDERS MAKE ME BELIEVE IN GOD ;[]
positiv;23.07.2016 08:40;He's always so nice!! ;[]
positiv;23.07.2016 08:38;He's such a sweet person ;[]
negativ;23.07.2016 08:37;"HO-LY FUCK
";[]
positiv;23.07.2016 08:35;How I would have improved Comic-Con's Rave of Thrones party  |  ;[]
neutral;23.07.2016 08:39;How they managed to do that, I can't imagine. ;[]
neutral;23.07.2016 08:37;HQ photos of Billie posing on the ComicCon carpet SDCC2016 ScreamQueens: ;[{u'indices': [34, 43], u'text': u'ComicCon'}, {u'indices': [51, 60], u'text': u'SDCC2016'}, {u'indices': [61, 74], u'text': u'ScreamQueens'}]
positiv;23.07.2016 08:35;I can't wait!!! The original is one of my all time favorite in the horror genre! SDCC2016 BlairWitch  ;[{u'indices': [81, 90], u'text': u'SDCC2016'}, {u'indices': [91, 102], u'text': u'BlairWitch'}]
neutral;23.07.2016 08:39;"I couldn't help it
SDCC2016 ";[{u'indices': [19, 28], u'text': u'SDCC2016'}]
neutral;23.07.2016 08:36;I didn't know William Regal wore a tiara back in his day. ;[]
positiv;23.07.2016 08:36;i don't wanna go to work today i just wanna stay here freaking out for sdcc;[]
negativ;23.07.2016 08:39;I HAVE MISSED SO MUCH FROM SLEEPING UGH I HATE SDCC;[]
negativ;23.07.2016 08:34;i have until 6pm to do everything i have to do today, which includes buying a new bag for spain, before descending into sdcc hell;[]
positiv;23.07.2016 08:40;I liked a  video  Marvel's The Defenders SDCC Teaser REACTION!!;[]
positiv;23.07.2016 08:36;I liked a  video  The Biggest Things of SDCC 2016...Literally - IGN Access;[]
positiv;23.07.2016 08:41;I love my family SDCC SDCC2016 ;[{u'indices': [17, 22], u'text': u'SDCC'}, {u'indices': [23, 32], u'text': u'SDCC2016'}]
positiv;23.07.2016 08:36;I love them all.  ;[]
negativ;23.07.2016 08:37;i need to work on my paper for uni but i have sdcc anxiety;[]
positiv;23.07.2016 08:35;I'd rather be at comic con SDCC2016;[{u'indices': [27, 36], u'text': u'SDCC2016'}]
negativ;23.07.2016 08:40;IdLikeItMoreIf I were not just mentally, but physically at comic con. SDCC2016     ;[{u'indices': [0, 15], u'text': u'IdLikeItMoreIf'}, {u'indices': [71, 80], u'text': u'SDCC2016'}]
positiv;23.07.2016 08:42;If anyone has a link where I can watch the Preacher SDCC panel pls help I'd high appreciate it;[{u'indices': [43, 52], u'text': u'Preacher'}, {u'indices': [53, 58], u'text': u'SDCC'}]
neutral;23.07.2016 08:36;if puberty can hit chandler hard, it can hit me too ;[]
positiv;23.07.2016 08:37;if you dont think this is the best glow up ever im suing you ;[]
negativ;23.07.2016 08:37;"If you got to go to SDCC &amp; met Gabriel Ba &amp; Fabio Moon, I hate you for that too!";[]
positiv;23.07.2016 08:41;"If:
I had more time 
I was more crafty person
I had my own Super A

I soooo would cosplay M at SDCC

ALDUBSuperMA  ";[{u'indices': [101, 114], u'text': u'ALDUBSuperMA'}]
negativ;23.07.2016 08:40;im going to die https://t.co/l3Y7bkXw;[]
negativ;23.07.2016 08:36;im jumping off a cliff  ;[]
neutral;23.07.2016 08:35;IM LITERALLT RHE NO MO NO CAT RN ;[]
neutral;23.07.2016 08:42;IM READY ;[]
neutral;23.07.2016 08:39;Is it just me or has  SDCC been significantly quiet this year?? (Haven't heard or seen much compared to previous years);[]
negativ;23.07.2016 08:41;I've been awake for 10 min and sdcc is already killing me how cool;[]
neutral;23.07.2016 08:38;'iZombie' season 3 scoop from SDCC: In the comics, the 'iZombie' crew operates together as a Scooby gang of s... ;[]
neutral;23.07.2016 08:36;"Kotobukiya Bishoujo Marvel Thor
New images from SDCC of Kotobukiya's Marvel Lady Thor Bishoujo!";[{u'indices': [0, 11], u'text': u'Kotobukiya'}, {u'indices': [12, 21], u'text': u'Bishoujo'}, {u'indices': [22, 29], u'text': u'Marvel'}, {u'indices': [30, 35], u'text': u'Thor'}]
neutral;23.07.2016 08:36;LAND OF UNTOLD STORIES OMFG AJSHDJSIDHDJCKSIDHSJXJSJ ;[]
neutral;23.07.2016 08:35;"Las Vegas 
1 6YearsOfOneDirection
2 DNCLeaks
3 SDCC
4 USABMNT
5 RNCinCLE
6 Blair Witch
7 Sonic
16 Rucas ";[{u'indices': [13, 34], u'text': u'6YearsOfOneDirection'}, {u'indices': [37, 46], u'text': u'DNCLeaks'}, {u'indices': [49, 54], u'text': u'SDCC'}, {u'indices': [57, 65], u'text': u'USABMNT'}, {u'indices': [68, 77], u'text': u'RNCinCLE'}]
neutral;23.07.2016 08:40;lindsey being a dork in the backgroud i stan ;[]
neutral;23.07.2016 08:37;Lindsey stealing the show lol ;[]
positiv;23.07.2016 08:36;Lmao he's gonna shoot the place up  ;[]
positiv;23.07.2016 08:39;Lmfao  ;[]
neutral;23.07.2016 08:41;Look who was walking around the gaslamp area. OliverQueen Arrow SDCC2016 steveamelli ;[{u'indices': [46, 58], u'text': u'OliverQueen'}, {u'indices': [59, 65], u'text': u'Arrow'}, {u'indices': [66, 75], u'text': u'SDCC2016'}, {u'indices': [76, 88], u'text': u'steveamelli'}]
neutral;23.07.2016 08:36;Marvel will host their panel in Hall H today (July 23), 5:30pm - 6:45pm (local time). DoctorStrange is expected to be featured SDCC2016;[{u'indices': [86, 100], u'text': u'DoctorStrange'}, {u'indices': [128, 137], u'text': u'SDCC2016'}]
neutral;23.07.2016 08:37;Marvel's Agents of S.H.I.E.L.D. Season 4 Teaser from SDCC 2016  AgenstOfShield Season4 Marvel GhostRider !;[{u'indices': [87, 102], u'text': u'AgenstOfShield'}, {u'indices': [103, 111], u'text': u'Season4'}, {u'indices': [112, 119], u'text': u'Marvel'}, {u'indices': [120, 131], u'text': u'GhostRider'}]
neutral;23.07.2016 08:37;Mattel CLY69 SDCC 2015 Ghostbusters Courtroom Battle Egon Spengler  ;[]
negativ;23.07.2016 08:37;me !!! so much that i don't give a single f*** about whatever TO cast and writers are doing (except CMD and RV) ;[]
positiv;23.07.2016 08:36;ME LIKEY!!! ;[]
neutral;23.07.2016 08:37;me remembering I'm not at SDCC2016 ;[{u'indices': [26, 35], u'text': u'SDCC2016'}]
neutral;23.07.2016 08:41;ME TOO ;[]
neutral;23.07.2016 08:42;Me too! Take her down Lagertha!!! ;[]
neutral;23.07.2016 08:37;More new photos of Billie during the panel ScreamQueens SDCC2016 ComicCon: ;[{u'indices': [43, 56], u'text': u'ScreamQueens'}, {u'indices': [57, 66], u'text': u'SDCC2016'}, {u'indices': [67, 76], u'text': u'ComicCon'}]
positiv;23.07.2016 08:40;mute and watch Lindsey im so proud i Stan ;[]
positiv;23.07.2016 08:41;My body is ready  ;[]
neutral;23.07.2016 08:38;My friend Trinity dressed up in cosplay at SDCC from Kuroku;[]
neutral;23.07.2016 08:34;My heart :')  ;[]
positiv;23.07.2016 08:34;My sweet son,,, ;[]
positiv;23.07.2016 08:41;My top 9 PokemonGO I'm ready for SDCC tomorrow!! TeamValor ;[{u'indices': [9, 19], u'text': u'PokemonGO'}, {u'indices': [34, 39], u'text': u'SDCC'}, {u'indices': [51, 61], u'text': u'TeamValor'}]
neutral;23.07.2016 08:40;My twitter now: divided into celebrating SDCC and mourning munich;[{u'indices': [41, 46], u'text': u'SDCC'}, {u'indices': [60, 67], u'text': u'munich'}]
neutral;23.07.2016 08:40;"New photo of Teen Wolf Cast in San Diego. SDCC2016  MORE &gt;&gt; ";[{u'indices': [42, 51], u'text': u'SDCC2016'}]
neutral;23.07.2016 08:42;New photos of Billie ComicCon SDCC2016 ScreamQueens: ;[{u'indices': [21, 30], u'text': u'ComicCon'}, {u'indices': [31, 40], u'text': u'SDCC2016'}, {u'indices': [41, 54], u'text': u'ScreamQueens'}]
neutral;23.07.2016 08:36;New photos of Billie during the panel ScreamQueens SDCC2016 ComicCon: ;[{u'indices': [38, 51], u'text': u'ScreamQueens'}, {u'indices': [52, 61], u'text': u'SDCC2016'}, {u'indices': [62, 71], u'text': u'ComicCon'}]
neutral;23.07.2016 08:40;NEW portraits of ChloeBennet! -  SDCC  AgentsofSHIELD AOS ;[{u'indices': [17, 29], u'text': u'ChloeBennet'}, {u'indices': [57, 62], u'text': u'SDCC'}, {u'indices': [64, 79], u'text': u'AgentsofSHIELD'}, {u'indices': [80, 84], u'text': u'AOS'}]
positiv;23.07.2016 08:40;NICE!!! ;[]
positiv;23.07.2016 08:35;"Nothing has been confirmed, but fans have spotted Rachel out &amp; about in San Diego. Let's hope this means she will attend SDCC2016 today!";[{u'indices': [125, 134], u'text': u'SDCC2016'}]
neutral;23.07.2016 08:39;nw Steven Universe Panel SDCC 2016;[{u'indices': [0, 3], u'text': u'nw'}]
neutral;23.07.2016 08:38;Of SDCC yeter;[]
positiv;23.07.2016 08:36;Oh how I wish to be in San Diego right now!!! SDCC2016 comiccon bucketlist;[{u'indices': [46, 55], u'text': u'SDCC2016'}, {u'indices': [56, 65], u'text': u'comiccon'}, {u'indices': [66, 77], u'text': u'bucketlist'}]
neutral;23.07.2016 08:36;OH MY GOD!  ;[]
positiv;23.07.2016 08:42;Okay, this just got even more interesting. Even if it does sound a little too gimmicky now. ;[]
neutral;23.07.2016 08:36;omg lindsey ;[]
neutral;23.07.2016 08:39;Played a bit of Splatfest tonight after coming home from Day 2 of SDCC. Got up to Defender Rank before DC's got too frequent.;[{u'indices': [16, 26], u'text': u'Splatfest'}, {u'indices': [67, 72], u'text': u'SDCC'}]
neutral;23.07.2016 08:42;Please post if anybody sees pictures of the boys today! I'll be at work   SDCC ComicCon;[{u'indices': [67, 72], u'text': u'work'}, {u'indices': [95, 100], u'text': u'SDCC'}, {u'indices': [101, 110], u'text': u'ComicCon'}]
negativ;23.07.2016 08:40;"Repost  
...
Tough day at work sdcc2016 ";[{u'indices': [42, 51], u'text': u'sdcc2016'}]
neutral;23.07.2016 08:42;"Sdcc 2016 Disney pop funko I only went a little crazy and bought ""some"" ";[]
neutral;23.07.2016 08:42;SDCC 2016 LIMITED EDITION Funko PoP DEADPOOL (COWBOY) DEADPOOL (THUMB UP) LOT 2  ;[]
neutral;23.07.2016 08:35;SDCC Hasbro Star Wars Black Kylo Ren Unmasked SDCC 2016 Exclusive Action Figure Set  ;[{u'indices': [0, 5], u'text': u'SDCC'}]
negativ;23.07.2016 08:38;sdcc is going to give me pain i can see it;[]
neutral;23.07.2016 08:40;"SDCC Marvel StarWars BlackSeries
New images of Star Wars Black Series 6"" line including Tusken Raider, Lando,... ";[{u'indices': [0, 5], u'text': u'SDCC'}, {u'indices': [6, 13], u'text': u'Marvel'}, {u'indices': [14, 23], u'text': u'StarWars'}, {u'indices': [24, 36], u'text': u'BlackSeries'}]
neutral;23.07.2016 08:35;"SDCC Saga Alana &amp; Marko San Diego Comicon SDCC exclusive figures McFarlane toys ";[{u'indices': [0, 5], u'text': u'SDCC'}]
positiv;23.07.2016 08:36;"SDCC Supergirl panel today.  Please let there be good news...

*whispers* Calista";[{u'indices': [0, 5], u'text': u'SDCC'}]
neutral;23.07.2016 08:40;"SDCC: 'Arrow's' Colton Haynes Heads to 'Scream Queens'...
Via News Break:  ";[]
neutral;23.07.2016 08:37;"SDCC: The Walking Dead Season Seven Trailer Unleashed...
Via News Break:  ";[]
neutral;23.07.2016 08:39;SDCC: Watch the first trailer for American Gods ;[]
neutral;23.07.2016 08:35;SDCC2016  Films has announced they will bring GODZILLAResurgence to US cinemas late 2016  FreakingNeat;[{u'indices': [0, 9], u'text': u'SDCC2016'}, {u'indices': [58, 77], u'text': u'GODZILLAResurgence'}, {u'indices': [126, 139], u'text': u'FreakingNeat'}]
neutral;23.07.2016 08:35;SDCC2016: Black Sails' Zach McGowan is joining The 100 full time for Season 4!   gamedev;[{u'indices': [0, 9], u'text': u'SDCC2016'}, {u'indices': [128, 136], u'text': u'gamedev'}]
positiv;23.07.2016 08:35;Second half of season 2 looks great. I can't wait! ;[]
neutral;23.07.2016 08:40;"She said ""shit"". ";[]
positiv;23.07.2016 08:35;She's so pretty I cry ;[]
neutral;23.07.2016 08:37;"Sneak peak at the costumes of Baron Mordo, Dr. Strange and the Ancient One from Doctor Strange
SDCC
DrStrange... ";[{u'indices': [95, 100], u'text': u'SDCC'}, {u'indices': [101, 111], u'text': u'DrStrange'}]
positiv;23.07.2016 08:41;"So after sdcc i am very glad i dont stan the problematic white girls of the 100 

Idk an octagon or clarke";[]
neutral;23.07.2016 08:37;So Batman slept with the Batgirl in TheKillingJoke. What's next? Catwoman getting fridged without him feeling a thing? How organic! SDCC;[{u'indices': [36, 51], u'text': u'TheKillingJoke'}, {u'indices': [133, 138], u'text': u'SDCC'}]
negativ;23.07.2016 08:36;So much Marvel news from sdcc, I can't sleep anymore I case I miss something!;[{u'indices': [25, 30], u'text': u'sdcc'}]
positiv;23.07.2016 08:34;so ready for this! ;[]
neutral;23.07.2016 08:42;"Sophie Turner and Nathalie Emmanuel at SDCC2016 &lt;3 ";[{u'indices': [39, 48], u'text': u'SDCC2016'}]
neutral;23.07.2016 08:38;Star Wars SDCC 2016 Kylo Ren Comic Con Exclusive Black Series Hasbro NEW ;[]
neutral;23.07.2016 08:37;"Starz has released the first trailer for American Gods; watch it here...  ";[]
positiv;23.07.2016 08:35;THATS THE FUNNIEST THING IVE EVER SEEN I AM DECEASED     ;[]
neutral;23.07.2016 08:35;The Biggest Things of SDCC 2016...Literally - IGN Access WATCH at:  ;[]
negativ;23.07.2016 08:39;"The HallHLine. The Line chooses who will stay &amp; who will go. Gonna be a long 12 hours till WarnerBros panel! SDCC ";[{u'indices': [4, 14], u'text': u'HallHLine'}, {u'indices': [96, 107], u'text': u'WarnerBros'}, {u'indices': [115, 120], u'text': u'SDCC'}]
positiv;23.07.2016 08:41;The latest OnePercentOfOne Daily!  Thanks to  sdcc2016 sdcc;[{u'indices': [85, 94], u'text': u'sdcc2016'}, {u'indices': [95, 100], u'text': u'sdcc'}]
neutral;23.07.2016 08:35;The latest Pearl Jewellery Online!  rncincle sdcc;[{u'indices': [59, 68], u'text': u'rncincle'}, {u'indices': [69, 74], u'text': u'sdcc'}]
neutral;23.07.2016 08:40;The latest Tequila Tech !  sdcc darktowermovie;[{u'indices': [50, 55], u'text': u'sdcc'}, {u'indices': [56, 71], u'text': u'darktowermovie'}]
neutral;23.07.2016 08:38;The latest The Cleaning Sutton Daily!  Thanks to  sdcc2016 munich;[{u'indices': [82, 91], u'text': u'sdcc2016'}, {u'indices': [92, 99], u'text': u'munich'}]
neutral;23.07.2016 08:37;The latest The Freeman!  ssfootball sdcc2016;[{u'indices': [48, 59], u'text': u'ssfootball'}, {u'indices': [60, 69], u'text': u'sdcc2016'}]
neutral;23.07.2016 08:42;The latest The Gorilla Pete Daily!  Thanks to    sfgiants sdcc;[{u'indices': [102, 111], u'text': u'sfgiants'}, {u'indices': [112, 117], u'text': u'sdcc'}]
neutral;23.07.2016 08:36;The latest The HornyBabe4Sex Daily!  Thanks to    adult sdcc;[{u'indices': [118, 124], u'text': u'adult'}, {u'indices': [125, 130], u'text': u'sdcc'}]
neutral;23.07.2016 08:36;The latest The Museummedia Daily!  Thanks to    edwardhopper sdcc;[{u'indices': [113, 126], u'text': u'edwardhopper'}, {u'indices': [127, 132], u'text': u'sdcc'}]
neutral;23.07.2016 08:36;The latest The Regular Steve Enquirer !  Thanks to  munich sdcc2016;[{u'indices': [82, 89], u'text': u'munich'}, {u'indices': [90, 99], u'text': u'sdcc2016'}]
neutral;23.07.2016 08:41;The latest The TED Daily News!  sdcc ewcomiccon;[{u'indices': [55, 60], u'text': u'sdcc'}, {u'indices': [61, 72], u'text': u'ewcomiccon'}]
neutral;23.07.2016 08:35;The latest The Uncle Pappy Wolf Daily!  Thanks to    sdcc sdcc2016;[{u'indices': [108, 113], u'text': u'sdcc'}, {u'indices': [114, 123], u'text': u'sdcc2016'}]
neutral;23.07.2016 08:40;The latest The Yellowpin Daily!  sdcc axeljob;[{u'indices': [56, 61], u'text': u'sdcc'}, {u'indices': [62, 70], u'text': u'axeljob'}]
neutral;23.07.2016 08:40;The latest TheCraftBeerSelfie!  Thanks to    craftbeer sdcc;[{u'indices': [106, 116], u'text': u'craftbeer'}, {u'indices': [117, 122], u'text': u'sdcc'}]
neutral;23.07.2016 08:37;The latest Tomorrow's Technology!  sdcc2016 sdcc;[{u'indices': [58, 67], u'text': u'sdcc2016'}, {u'indices': [68, 73], u'text': u'sdcc'}]
neutral;23.07.2016 08:35;The latest WorkplaceFuture Tech Bulletin!  Thanks to  sdcc2016 sdcc;[{u'indices': [86, 95], u'text': u'sdcc2016'}, {u'indices': [96, 101], u'text': u'sdcc'}]
neutral;23.07.2016 08:37;The three amigos on their way to SDCC2016 credit  IG colinodonoghue holytrinity ;[{u'indices': [33, 42], u'text': u'SDCC2016'}, {u'indices': [70, 85], u'text': u'colinodonoghue'}, {u'indices': [86, 98], u'text': u'holytrinity'}]
neutral;23.07.2016 08:34;TheKillingJoke was awesome! Was amazing to see    my childhood legends! SDCC2016;[{u'indices': [0, 15], u'text': u'TheKillingJoke'}, {u'indices': [106, 115], u'text': u'SDCC2016'}]
neutral;23.07.2016 08:35;TheWalkingDead Season 3 Gets New Details Telltale SDCC  ;[{u'indices': [0, 15], u'text': u'TheWalkingDead'}, {u'indices': [42, 51], u'text': u'Telltale'}, {u'indices': [52, 57], u'text': u'SDCC'}]
positiv;23.07.2016 08:35;They deserve a farewell panel. Sepanx ;[{u'indices': [31, 38], u'text': u'Sepanx'}]
